us,id,amrev,amaff,sumam,fedpet,constit,sgam
411/0618,3633,0,0,0,0,0,0
411/0619,3634,0,0,0,0,1,0
411/0624,3635,2,3,5,0,0,1
411/0655,3636,0,3,3,1,0,0
411/0677,3637,1,0,1,0,1,0
411/0693,3638,0,0,0,0,0,0
411/0726,3639,0,0,0,1,0,0
411/0747,3640,1,3,4,0,0,1
411/0778,3641,0,0,0,0,1,0
411/0792,3642,1,1,2,0,0,1
411/0911,3643,0,0,0,0,0,0
411/0924,3644,0,0,0,0,0,0
411/0941,3645,0,0,0,0,0,0
411/0952,3646,0,0,0,0,0,0
411/0954,3647,0,0,0,0,0,0
411/0974,3648,0,0,0,0,0,0
412/0001,3649,1,1,2,0,0,0
412/0017,3650,0,0,0,0,1,0
412/0047,3651,0,0,0,0,1,0
412/0067,3652,1,1,2,1,0,0
412/0084,3653,1,1,2,0,0,0
412/0092,3655,0,0,0,0,0,0
412/0092,3654,0,0,0,0,0,0
412/0094,3657,0,0,0,1,1,0
412/0094,3656,1,1,2,0,1,0
412/0094,3659,0,0,0,0,1,0
412/0094,3658,0,0,0,0,1,0
412/0205,3660,0,0,0,0,0,0
412/0218,3661,1,1,2,0,1,0
412/0291,3662,1,1,2,1,1,0
412/0306,3663,0,0,0,0,1,0
412/0346,3664,0,0,0,1,0,0
412/0363,3665,0,0,0,1,1,0
412/0391,3667,0,1,1,1,0,0
412/0391,3666,0,0,0,0,0,0
412/0401,3668,0,0,0,1,0,0
412/0427,3669,0,0,0,0,0,0
412/0430,3670,0,0,0,0,1,0
412/0434,3671,0,0,0,0,1,0
412/0441,3672,0,1,1,0,1,0
412/0470,3673,0,0,0,0,1,0
412/0481,3674,1,0,1,0,0,1
412/0507,3675,0,0,0,0,0,0
412/0521,3676,0,0,0,0,0,0
412/0534,3677,2,1,3,1,0,0
412/0541,3678,0,0,0,1,0,0
412/0543,3679,0,0,0,0,1,0
412/0546,3680,1,10,11,0,1,0
412/0580,3681,0,0,0,1,0,0
412/0609,3683,0,0,0,0,0,0
412/0609,3682,0,0,0,1,0,0
412/0640,3684,2,1,3,0,0,0
412/0645,3685,1,2,3,1,0,0
412/0655,3686,1,1,2,0,0,0
412/0669,3687,1,1,2,1,0,0
412/0669,3688,0,0,0,0,0,0
412/0735,3689,0,0,0,0,1,0
412/0755,3690,0,1,1,0,1,0
412/0783,3691,0,0,0,0,1,0
412/0800,3692,0,0,0,1,0,0
412/0800,3693,0,0,0,1,0,0
412/0837,3694,0,0,0,0,1,0
412/0909,3695,0,0,0,0,0,0
412/0934,3696,0,0,0,0,0,0
412/0935,3697,0,0,0,0,1,0
412/0947,3698,0,0,0,0,1,0
412/0954,3699,0,0,0,0,0,0
412/0958,3700,0,0,0,0,0,0
413/0001,3701,1,2,3,0,1,1
413/0015,3702,1,0,1,0,1,0
413/0049,3703,0,0,0,0,1,0
413/0115,3704,0,0,0,0,1,0
413/0123,3705,0,2,2,1,1,0
413/0139,3706,0,1,1,1,1,0
413/0149,3707,0,0,0,0,1,0
413/0189,3708,4,2,6,0,1,1
413/0266,3709,0,0,0,0,1,0
413/0300,3710,0,0,0,1,1,0
413/0345,3711,0,0,0,0,0,0
413/0376,3712,1,8,9,0,1,1
413/0405,3714,0,0,0,0,0,0
413/0405,3713,2,1,3,0,0,1
413/0433,3715,1,0,1,0,1,0
413/0455,3716,1,0,1,0,1,1
413/0472,3718,0,0,0,0,1,0
413/0472,3717,1,0,1,0,1,0
413/0472,3719,0,0,0,0,1,0
413/0483,3720,0,1,1,0,1,0
413/0496,3721,0,0,0,0,1,0
413/0508,3722,0,0,0,1,1,0
413/0528,3723,0,0,0,1,1,0
413/0548,3724,0,2,2,1,1,0
413/0601,3725,0,0,0,0,1,0
413/0634,3726,0,1,1,0,1,0
413/0665,3727,0,1,1,1,0,0
413/0665,3728,1,0,1,0,0,0
413/0717,3729,0,1,1,0,1,0
413/0734,3730,0,1,1,0,1,0
413/0756,3734,0,0,0,0,1,0
413/0756,3732,0,0,0,0,1,0
413/0756,3733,0,0,0,0,1,0
413/0756,3731,0,0,0,0,1,1
413/0825,3736,0,0,0,0,1,0
413/0825,3735,3,2,5,0,1,1
413/0836,3737,1,0,1,0,1,0
413/0838,3738,0,0,0,0,0,0
413/0901,3739,0,0,0,0,1,0
413/0902,3740,0,0,0,0,1,0
413/0903,3741,0,0,0,0,1,0
413/0906,3742,0,0,0,0,1,0
413/0909,3743,0,0,0,1,1,0
413/0915,3744,0,0,0,0,1,0
413/0915,3745,0,0,0,0,1,0
413/0922,3746,0,0,0,0,0,0
414/0001,3747,0,0,0,0,0,0
414/0002,3748,0,0,0,0,1,0
414/0005,3749,0,0,0,1,0,0
414/0012,3750,0,0,0,0,0,0
414/0014,3751,0,0,0,0,1,0
414/0017,3752,0,0,0,0,0,0
414/0021,3753,0,0,0,0,1,0
414/0025,3754,0,0,0,0,1,0
414/0029,3755,0,0,0,0,0,0
414/0031,3757,0,0,0,0,0,0
414/0031,3756,0,0,0,0,0,0
414/0044,3758,0,0,0,0,0,0
414/0044,3759,1,0,1,0,0,0
414/0051,3760,0,0,0,0,1,0
414/0070,3761,0,0,0,0,1,0
414/0086,3762,3,0,3,0,0,0
414/0100,3763,0,0,0,0,0,0
414/0105,3764,0,0,0,0,1,0
414/0113,3765,0,0,0,0,0,0
414/0117,3766,0,1,1,0,0,1
414/0141,3767,0,0,0,0,1,0
414/0156,3768,1,1,2,0,1,0
414/0168,3769,0,0,0,0,0,0
414/0190,3770,1,0,1,0,0,0
414/0212,3771,0,0,0,0,0,0
414/0218,3772,3,1,4,1,1,0
414/0260,3773,2,0,2,0,1,0
414/0270,3774,0,0,0,1,0,0
414/0291,3775,0,1,1,0,0,0
414/0313,3776,1,1,2,0,0,1
414/0338,3777,0,1,1,1,0,0
414/0368,3778,3,1,4,0,0,0
414/0395,3779,0,0,0,1,0,0
414/0417,3780,0,0,0,0,1,0
414/0441,3781,0,0,0,0,1,0
414/0453,3782,0,1,1,0,0,0
414/0473,3783,0,0,0,0,0,0
414/0478,3784,0,0,0,0,1,0
414/0488,3785,2,0,2,0,1,0
414/0514,3786,2,0,2,0,0,0
414/0524,3787,0,1,1,0,1,0
414/0538,3788,0,0,0,0,0,0
414/0563,3789,9,0,9,0,0,1
414/0573,3790,0,0,0,0,0,0
414/0614,3791,1,0,1,0,0,0
414/0632,3793,0,5,5,0,1,1
414/0632,3792,5,2,7,0,1,1
414/0661,3794,1,1,2,0,0,0
414/0685,3795,0,0,0,0,0,0
414/0807,3796,0,0,0,0,0,0
414/0885,3797,0,0,0,0,0,0
414/0886,3798,0,0,0,0,0,0
414/0890,3799,0,0,0,0,0,0
414/0893,3800,0,0,0,0,0,0
414/0895,3801,0,0,0,0,0,0
414/0898,3802,0,0,0,0,0,0
414/0914,3803,0,0,0,0,0,0
414/0918,3804,0,0,0,0,0,0
414/0919,3805,0,0,0,0,0,0
414/0922,3806,0,0,0,0,0,0
414/0925,3807,0,0,0,0,0,0
414/0926,3808,0,0,0,0,0,0
414/0931,3809,0,0,0,0,0,0
414/0932,3810,0,0,0,0,0,0
414/0934,3811,0,0,0,0,0,0
414/0935,3812,0,0,0,0,0,0
414/0935,3813,0,0,0,0,0,0
414/0938,3814,0,0,0,0,0,0
414/0940,3815,0,0,0,0,0,0
414/0941,3816,0,0,0,0,0,0
414/0943,3817,0,0,0,0,0,0
414/0945,3818,0,0,0,0,0,0
414/0946,3819,0,0,0,0,0,0
414/0964,3820,0,0,0,0,0,0
414/0980,3821,0,0,0,0,0,0
414/0982,3822,0,0,0,0,0,0
414/0992,3823,0,0,0,0,0,0
414/1012,3824,0,0,0,0,0,0
414/1012,3825,0,0,0,0,0,0
414/1017,3826,0,0,0,0,0,0
414/1028,3827,0,0,0,0,0,0
414/1045,3828,0,0,0,0,0,0
414/1052,3829,0,0,0,0,0,0
414/1077,3830,0,0,0,0,0,0
414/1080,3831,0,0,0,0,0,0
414/1097,3832,0,0,0,0,0,0
414/1118,3833,0,0,0,0,0,0
414/1148,3834,0,0,0,0,0,0
414/1163,3835,0,0,0,0,0,0
415/0001,3836,0,2,2,1,0,0
415/0036,3837,1,2,3,0,0,1
415/0061,3838,0,0,0,1,0,0
415/0104,3839,4,1,5,0,0,1
415/0125,3840,0,0,0,0,0,0
415/0130,3841,0,0,0,0,1,0
415/0143,3842,0,0,0,1,0,0
415/0164,3843,0,0,0,1,0,0
415/0189,3844,2,0,2,0,1,1
415/0199,3845,1,2,3,1,0,0
415/0239,3846,0,0,0,1,1,0
415/0250,3847,1,0,1,0,1,0
415/0289,3848,0,0,0,0,0,0
415/0302,3849,0,0,0,0,0,0
415/0303,3850,0,0,0,0,0,0
415/0308,3851,0,0,0,0,1,0
415/0322,3852,0,0,0,1,0,0
415/0333,3853,0,0,0,0,0,0
415/0336,3854,2,0,2,0,0,0
415/0345,3855,0,0,0,1,0,0
415/0361,3856,0,1,1,1,0,0
415/0391,3857,0,0,0,0,0,0
415/0394,3859,0,0,0,0,0,0
415/0394,3858,0,0,0,0,0,0
415/0423,3860,0,0,0,0,0,0
415/0449,3861,0,0,0,0,0,0
415/0452,3862,0,0,0,0,1,0
415/0486,3863,0,0,0,1,0,0
415/0528,3864,0,0,0,0,0,0
415/0566,3865,0,0,0,0,1,0
415/0605,3866,0,0,0,0,0,0
415/0651,3867,0,2,2,0,1,0
415/0697,3868,0,0,0,0,0,0
415/0709,3869,0,0,0,0,1,0
415/0724,3870,0,0,0,0,1,0
415/0724,3871,0,0,0,0,1,0
415/0767,3872,0,0,0,0,1,0
415/0767,3873,0,0,0,0,1,0
415/0800,3874,1,0,1,1,1,0
415/0814,3875,0,0,0,0,0,0
415/0936,3876,0,0,0,0,0,0
415/0940,3877,0,0,0,0,0,0
415/0961,3878,0,0,0,0,0,0
415/0983,3879,0,0,0,0,0,0
415/0995,3880,0,0,0,0,0,0
416/0001,3881,0,0,0,0,1,0
416/0021,3884,0,0,0,0,1,0
416/0021,3882,0,0,0,1,1,0
416/0021,3883,0,0,0,0,1,0
416/0100,3885,0,0,0,0,0,0
416/0115,3886,0,0,0,0,1,0
416/0134,3887,0,1,1,1,1,0
416/0232,3889,2,0,2,0,1,0
416/0232,3888,3,0,3,0,1,0
416/0251,3890,0,0,0,0,0,0
416/0267,3891,1,0,1,1,0,0
416/0312,3892,6,18,24,0,1,0
416/0351,3893,0,0,0,0,1,0
416/0363,3894,0,1,1,0,1,0
416/0386,3897,0,0,0,0,0,0
416/0386,3895,0,0,0,0,0,0
416/0386,3896,0,0,0,0,0,0
416/0396,3898,0,2,2,0,1,0
416/0430,3899,0,0,0,0,0,0
416/0470,3900,16,2,18,0,0,1
416/0500,3901,0,0,0,0,0,0
416/0505,3902,0,0,0,1,0,0
416/0562,3903,0,0,0,1,0,0
416/0600,3904,0,0,0,0,1,0
416/0637,3905,0,0,0,0,1,0
416/0653,3906,0,3,3,0,0,1
416/0663,3907,1,0,1,0,1,1
416/0696,3908,2,0,2,0,0,1
416/0725,3909,0,0,0,0,0,0
416/0752,3910,0,2,2,1,0,0
416/0783,3911,1,1,2,0,0,0
416/0802,3912,1,1,2,0,0,0
416/0861,3913,2,0,2,0,1,1
416/0909,3914,0,0,0,0,0,0
416/0918,3916,0,0,0,0,0,0
416/0918,3915,0,0,0,0,0,0
416/0919,3917,0,0,0,0,0,0
416/0922,3918,0,0,0,0,0,0
416/0924,3919,0,0,0,0,0,0
416/0946,3920,0,0,0,0,0,0
416/0977,3921,0,0,0,0,0,0
416/0995,3923,0,0,0,0,0,0
416/0995,3922,0,0,0,0,0,0
417/0001,3924,0,0,0,1,0,0
417/0012,3925,2,0,2,0,0,1
417/0021,3926,0,0,0,0,1,0
417/0040,3927,1,0,1,0,1,0
417/0062,3928,0,0,0,0,1,0
417/0072,3929,0,0,0,0,0,0
417/0072,3930,0,0,0,0,0,0
417/0085,3931,0,0,0,0,1,0
417/0106,3932,0,0,0,0,0,0
417/0116,3933,0,0,0,0,0,0
417/0134,3934,0,4,4,1,0,0
417/0156,3935,9,2,11,0,0,0
417/0187,3936,0,1,1,1,0,0
417/0188,3938,0,0,0,1,0,0
417/0188,3937,0,0,0,0,0,0
417/0211,3939,0,0,0,0,0,0
417/0249,3940,1,1,2,0,0,0
417/0270,3941,0,0,0,0,1,0
417/0279,3942,0,0,0,0,0,0
417/0281,3943,0,0,0,0,0,0
417/0283,3946,0,0,0,0,0,0
417/0283,3945,0,0,0,0,0,0
417/0283,3944,0,0,0,0,0,0
417/0333,3947,0,0,0,0,0,0
417/0369,3948,0,0,0,0,1,0
417/0380,3949,2,0,2,1,0,0
417/0380,3950,0,0,0,0,0,0
417/0402,3951,1,5,6,0,0,1
417/0433,3952,3,1,4,0,1,1
417/0467,3953,0,0,0,0,0,0
417/0484,3954,6,6,12,0,1,0
417/0506,3955,1,0,1,0,0,0
417/0535,3957,0,0,0,0,1,0
417/0535,3956,2,0,2,1,1,0
417/0556,3958,0,0,0,0,1,0
417/0583,3959,1,0,1,0,1,1
417/0600,3960,3,1,4,0,1,0
417/0622,3961,0,0,0,0,0,0
417/0628,3962,0,0,0,0,1,0
417/0642,3963,0,0,0,0,0,0
417/0653,3964,0,1,1,1,0,0
417/0673,3965,0,0,0,0,0,0
417/0703,3966,0,0,0,0,0,0
417/0733,3967,0,1,1,1,1,0
417/0790,3968,1,1,2,0,0,0
417/0790,3969,0,0,0,1,0,0
417/0817,3970,0,0,0,0,1,0
417/0817,3971,0,0,0,0,1,0
417/0843,3972,0,1,1,1,1,0
417/0903,3973,0,0,0,0,0,0
417/0921,3974,0,0,0,0,0,0
417/0939,3975,0,0,0,0,0,0
417/0951,3976,0,0,0,0,0,0
417/0956,3977,0,0,0,0,0,0
417/0957,3978,0,0,0,0,0,0
417/0973,3979,0,0,0,0,0,0
418/0001,3980,0,0,0,1,0,0
418/0024,3981,1,2,3,0,1,0
418/0087,3982,3,0,3,0,1,0
418/0153,3983,8,0,8,0,1,0
418/0166,3984,0,0,0,1,0,0
418/0208,3985,0,0,0,1,0,0
418/0241,3986,16,1,17,0,1,0
418/0264,3987,2,1,3,0,0,0
418/0298,3988,0,0,0,0,1,0
418/0323,3989,0,0,0,0,1,0
418/0405,3990,0,0,0,0,1,0
418/0424,3991,1,0,1,0,0,0
418/0461,3992,0,1,1,0,0,0
418/0488,3993,4,0,4,0,1,0
418/0506,3994,0,0,0,0,1,0
418/0539,3995,3,4,7,0,1,1
418/0602,3996,0,0,0,1,0,0
418/0656,3997,0,0,0,1,0,0
418/0676,3998,0,1,1,1,1,0
418/0683,4000,0,0,0,1,0,0
418/0683,3999,0,1,1,1,0,0
418/0717,4001,5,4,9,0,0,1
418/0717,4002,0,0,0,0,0,0
418/0717,4003,0,0,0,0,0,0
418/0902,4004,0,0,0,0,0,0
418/0903,4005,0,0,0,0,0,0
418/0906,4006,0,0,0,0,0,0
418/0907,4007,0,0,0,0,0,0
418/0908,4008,0,0,0,0,0,0
418/0911,4009,0,0,0,0,0,0
418/0924,4010,0,0,0,0,0,0
418/0954,4012,0,0,0,0,0,0
418/0954,4011,0,0,0,0,0,0
418/0954,4013,0,0,0,0,0,0
419/0001,4014,0,0,0,0,0,0
419/0007,4015,0,0,0,0,0,0
419/0018,4016,0,0,0,0,0,0
419/0020,4017,0,0,0,0,1,0
419/0043,4018,0,0,0,0,0,0
419/0059,4019,0,0,0,0,0,0
419/0065,4021,0,0,0,0,0,0
419/0065,4020,0,0,0,1,0,0
419/0090,4022,0,0,0,0,0,0
419/0102,4026,0,0,0,1,1,0
419/0102,4025,0,0,0,1,1,0
419/0102,4023,0,0,0,0,1,0
419/0102,4024,0,0,0,0,1,0
419/0186,4027,0,0,0,0,0,1
419/0215,4028,1,4,5,0,0,1
419/0245,4029,0,0,0,0,1,0
419/0256,4030,0,0,0,0,1,0
419/0281,4033,0,0,0,0,0,0
419/0281,4035,0,0,0,1,0,0
419/0281,4032,0,0,0,0,0,0
419/0281,4031,0,0,0,0,0,0
419/0281,4034,0,0,0,0,0,0
419/0301,4036,1,0,1,0,0,0
419/0301,4037,1,0,1,1,0,0
419/0318,4038,0,0,0,0,0,0
419/0345,4039,2,1,3,0,1,0
419/0375,4040,0,0,0,0,0,0
419/0379,4041,0,1,1,0,0,0
419/0393,4042,0,0,0,0,1,0
419/0428,4043,0,0,0,0,0,0
419/0449,4044,0,0,0,0,0,0
419/0477,4045,1,0,1,0,0,0
419/0498,4046,0,0,0,1,1,0
419/0522,4047,0,0,0,0,1,0
419/0544,4048,1,1,2,1,1,0
419/0560,4049,0,0,0,0,1,0
419/0565,4050,1,4,5,0,1,0
419/0601,4051,0,0,0,0,1,0
419/0888,4052,0,0,0,0,0,0
419/0890,4053,0,0,0,0,0,0
419/0902,4054,0,0,0,0,0,0
419/0904,4055,0,0,0,0,0,0
419/0907,4056,0,0,0,0,0,0
419/0917,4057,0,0,0,0,0,0
419/0919,4058,0,0,0,0,0,0
419/0924,4059,0,0,0,0,0,0
419/0926,4060,0,0,0,0,0,0
419/0930,4061,0,0,0,0,0,0
419/0934,4062,0,0,0,0,0,0
419/0938,4063,0,0,0,0,0,0
419/0942,4064,0,0,0,0,0,0
419/0947,4065,0,0,0,0,0,0
419/0949,4066,0,0,0,0,0,0
419/0953,4067,0,0,0,0,0,0
419/0970,4068,0,0,0,0,0,0
419/0977,4069,0,0,0,0,0,0
419/0983,4070,0,0,0,0,0,0
419/1004,4071,0,0,0,0,0,0
419/1014,4072,0,0,0,0,0,0
419/1039,4073,0,0,0,0,0,0
419/1058,4074,0,0,0,0,0,0
419/1062,4075,0,0,0,0,0,0
419/1075,4076,0,0,0,0,0,0
419/1081,4077,0,0,0,0,0,0
419/1093,4078,0,0,0,0,0,0
419/1093,4079,0,0,0,0,0,0
419/1126,4080,0,0,0,0,0,0
419/1127,4081,0,0,0,0,0,0
420/0001,4082,0,0,0,0,1,0
420/0028,4083,0,0,0,0,0,0
420/0031,4084,0,0,0,0,0,0
420/0035,4085,0,0,0,1,0,0
420/0050,4087,0,0,0,1,0,0
420/0050,4086,3,1,4,0,0,0
420/0077,4088,0,0,0,0,0,0
420/0092,4089,0,0,0,1,0,0
420/0103,4090,7,2,9,0,1,1
420/0128,4091,0,0,0,0,0,0
420/0136,4092,0,0,0,1,0,0
420/0139,4093,0,0,0,0,0,0
420/0141,4094,0,1,1,1,0,0
420/0162,4095,0,0,0,0,1,0
420/0184,4096,1,0,1,1,0,0
420/0194,4097,1,0,1,0,1,1
420/0223,4098,0,0,0,1,0,0
420/0251,4099,0,1,1,1,0,0
420/0276,4100,0,1,1,0,0,0
420/0283,4101,0,0,0,0,0,0
420/0304,4102,0,0,0,0,0,0
420/0307,4103,0,0,0,0,0,0
420/0308,4104,0,0,0,0,0,0
420/0332,4105,0,0,0,1,1,0
420/0358,4106,0,0,0,1,1,0
420/0371,4107,0,7,7,1,1,0
420/0376,4108,0,0,0,0,0,0
420/0377,4109,0,0,0,0,1,0
420/0395,4110,0,0,0,0,0,0
420/0395,4111,0,0,0,0,0,0
420/0395,4112,0,0,0,1,0,0
420/0425,4113,1,1,2,0,0,1
420/0425,4114,0,3,3,0,0,1
420/0469,4115,0,0,0,0,1,0
420/0513,4116,0,0,0,1,0,0
420/0514,4117,0,0,0,0,0,0
420/0515,4118,0,0,0,1,0,0
420/0529,4119,0,0,0,1,0,0
420/0531,4120,0,0,0,1,0,0
420/0534,4121,0,0,0,0,1,0
420/0546,4122,1,0,1,0,1,0
420/0575,4123,4,1,5,0,0,1
420/0592,4124,0,1,1,0,0,0
420/0619,4125,0,0,0,0,0,0
420/0636,4126,0,1,1,1,1,0
420/0656,4127,1,1,2,0,1,0
420/0671,4128,0,0,0,1,0,0
420/0714,4129,0,0,0,0,1,0
420/0730,4130,1,0,1,0,0,0
420/0730,4131,2,0,2,0,0,0
420/0734,4132,0,0,0,0,0,0
420/0738,4133,0,1,1,1,0,0
420/0770,4134,0,0,0,0,0,0
420/0799,4135,1,0,1,0,0,0
420/0901,4136,0,0,0,0,0,0
420/0950,4137,0,0,0,0,0,0
420/0952,4138,0,0,0,0,0,0
420/0982,4139,0,0,0,0,0,0
420/0997,4140,0,0,0,0,0,0
421/0001,4141,0,0,0,0,0,0
421/0007,4142,0,0,0,0,1,0
421/0021,4143,0,1,1,1,0,0
421/0035,4144,0,0,0,0,0,0
421/0060,4145,5,0,5,1,0,0
421/0100,4146,0,0,0,0,1,0
421/0117,4147,0,0,0,0,0,0
421/0117,4148,0,0,0,0,0,0
421/0132,4149,0,3,3,1,0,0
421/0168,4150,0,1,1,1,0,0
421/0193,4151,1,0,1,0,0,0
421/0200,4152,0,0,0,0,1,0
421/0213,4153,0,0,0,0,0,0
421/0240,4154,0,4,4,0,0,0
421/0289,4155,0,1,1,0,1,0
421/0309,4156,0,0,0,1,0,0
421/0330,4157,0,0,0,0,0,0
421/0338,4159,0,0,0,0,0,0
421/0338,4158,0,0,0,0,0,0
421/0349,4160,1,2,3,0,1,0
421/0397,4161,0,0,0,1,0,0
421/0412,4162,0,0,0,0,0,0
421/0426,4163,0,0,0,0,0,0
421/0454,4164,0,0,0,0,0,1
421/0477,4165,0,0,0,0,1,0
421/0482,4166,0,0,0,0,0,0
421/0491,4167,0,0,0,0,1,0
421/0519,4168,0,3,3,0,1,0
421/0542,4169,5,1,6,0,1,0
421/0560,4170,0,2,2,1,0,0
421/0599,4171,0,1,1,1,1,0
421/0616,4172,3,2,5,0,0,0
421/0656,4173,0,0,0,0,0,0
421/0658,4174,0,3,3,1,0,0
421/0684,4175,0,0,0,0,1,0
421/0707,4177,0,0,0,1,0,0
421/0707,4176,0,0,0,1,0,0
421/0723,4178,0,1,1,0,0,1
421/0772,4179,0,2,2,0,0,0
421/0773,4180,2,6,8,0,0,1
421/0794,4181,0,0,0,0,1,0
421/0809,4182,1,1,2,0,1,0
421/0837,4184,0,0,0,0,0,0
421/0837,4183,1,1,2,0,0,0
421/0923,4185,0,0,0,0,0,0
421/0934,4186,0,0,0,0,0,0
421/0937,4187,0,0,0,0,0,0
421/0940,4188,0,0,0,0,0,0
421/0952,4189,0,0,0,0,0,0
421/0954,4190,0,0,0,0,0,0
421/0993,4191,0,0,0,0,0,0
421/1004,4192,0,0,0,0,0,0
422/0001,4193,0,0,0,0,0,0
422/0013,4194,0,0,0,1,0,0
422/0035,4195,1,0,1,0,0,0
422/0049,4196,0,0,0,0,0,0
422/0066,4197,1,0,1,0,0,1
422/0086,4198,0,0,0,1,0,0
422/0151,4199,1,0,1,0,0,0
422/0171,4200,1,0,1,1,0,0
422/0184,4201,0,0,0,1,0,0
422/0205,4202,2,0,2,0,1,0
422/0225,4203,0,2,2,1,0,0
422/0255,4204,0,0,0,1,0,0
422/0271,4205,0,0,0,1,0,0
422/0289,4207,0,0,0,1,0,0
422/0289,4206,0,0,0,1,0,0
422/0332,4208,0,0,0,0,0,0
422/0358,4209,0,0,0,0,0,0
422/0391,4210,0,0,0,0,0,0
422/0395,4211,1,1,2,0,1,1
422/0405,4212,0,1,1,0,0,1
422/0405,4213,0,1,1,0,0,1
422/0454,4214,4,1,5,0,1,0
422/0490,4215,3,0,3,0,0,0
422/0531,4216,0,1,1,1,0,0
422/0563,4217,1,3,4,0,1,0
422/0590,4218,0,0,0,0,0,1
422/0617,4219,0,0,0,0,0,0
422/0659,4220,0,0,0,0,0,0
422/0694,4221,1,0,1,1,0,0
422/0749,4222,0,2,2,1,1,0
422/0806,4223,0,0,0,0,1,0
422/0853,4224,0,0,0,0,1,0
422/0873,4225,0,1,1,1,1,0
422/0891,4226,0,1,1,1,1,0
422/0916,4227,0,1,1,0,0,0
422/0922,4228,0,0,0,0,0,0
422/0935,4229,0,0,0,0,0,0
422/0937,4230,1,0,1,0,0,0
422/1012,4231,0,0,0,0,0,0
422/1020,4232,0,0,0,0,0,0
422/1027,4233,0,0,0,0,0,0
422/1032,4234,0,0,0,0,0,0
422/1050,4236,0,0,0,0,0,0
422/1050,4235,0,0,0,0,0,0
423/0001,4237,0,0,0,1,0,0
423/0003,4238,0,0,0,0,0,0
423/0006,4239,0,0,0,0,0,0
423/0009,4240,0,0,0,0,1,0
423/0012,4241,0,0,0,0,0,0
423/0019,4242,0,0,0,0,1,0
423/0028,4243,1,0,1,0,0,1
423/0044,4244,0,0,0,0,1,0
423/0048,4245,0,0,0,0,1,0
423/0061,4246,0,0,0,0,1,0
423/0064,4247,0,0,0,0,1,0
423/0067,4248,0,0,0,0,1,0
423/0073,4249,0,0,0,0,0,0
423/0077,4250,0,0,0,1,0,0
423/0087,4251,0,0,0,1,1,0
423/0096,4252,1,0,1,0,1,0
423/0122,4253,0,0,0,1,0,0
423/0147,4254,0,0,0,0,1,0
423/0150,4255,0,0,0,0,0,0
423/0161,4256,0,0,0,0,0,0
423/0161,4257,0,0,0,1,0,0
423/0212,4258,0,0,0,0,0,0
423/0232,4259,1,1,2,0,0,0
423/0261,4260,0,0,0,1,0,0
423/0276,4261,0,1,1,0,1,0
423/0303,4262,0,0,0,1,0,0
423/0325,4263,0,0,0,0,0,0
423/0326,4264,0,0,0,1,0,0
423/0336,4265,0,0,0,0,0,0
423/0362,4266,0,0,0,0,0,0
423/0388,4267,1,0,1,0,0,0
423/0403,4268,1,1,2,1,0,0
423/0411,4269,0,0,0,1,1,0
423/0810,4270,0,0,0,0,0,0
423/0879,4272,0,0,0,0,0,0
423/0879,4271,0,0,0,0,0,0
423/0882,4273,0,0,0,0,0,0
423/0883,4274,0,0,0,0,0,0
423/0883,4275,0,0,0,0,0,0
423/0898,4276,0,0,0,0,0,0
423/0900,4277,0,0,0,0,0,0
423/0902,4278,0,0,0,0,0,0
423/0904,4279,0,0,0,0,0,0
423/0938,4280,0,0,0,0,0,0
423/0952,4281,0,0,0,0,0,0
423/0952,4282,0,0,0,0,0,0
423/0959,4283,0,0,0,0,0,0
423/0960,4284,0,0,0,0,0,0
423/0963,4285,0,0,0,0,0,0
423/0976,4286,0,0,0,0,0,0
423/0983,4287,0,0,0,0,0,0
423/1000,4288,0,0,0,0,0,0
423/1006,4289,0,0,0,0,0,0
423/1038,4290,0,0,0,1,0,0
423/1063,4291,0,0,0,0,0,0
423/1068,4292,0,0,0,0,0,0
423/1079,4293,0,0,0,0,0,0
424/0001,4294,0,0,0,0,1,1
424/0001,4295,0,0,0,0,1,0
424/0295,4296,0,0,0,0,1,0
424/0319,4297,0,1,1,1,1,0
424/0351,4298,0,0,0,0,1,0
424/0366,4299,0,0,0,0,1,0
424/0382,4300,0,0,0,0,0,0
424/0392,4301,0,0,0,1,0,0
424/0409,4302,0,1,1,0,0,1
424/0448,4303,0,0,0,0,1,0
424/0494,4304,0,0,0,1,0,0
424/0507,4305,1,0,1,0,1,0
424/0544,4306,0,0,0,1,0,0
424/0554,4307,1,0,1,0,0,0
424/0577,4308,0,0,0,0,1,0
424/0589,4309,0,0,0,0,1,0
424/0600,4310,0,0,0,1,1,0
424/0614,4311,0,0,0,1,0,0
424/0636,4312,0,0,0,0,0,1
424/0641,4313,0,0,0,0,0,0
424/0645,4314,0,0,0,0,1,0
424/0648,4315,0,0,0,0,1,0
424/0669,4316,1,0,1,0,1,0
424/0693,4317,1,0,1,0,0,0
424/0737,4318,8,9,17,0,0,1
424/0747,4319,1,1,2,0,0,1
424/0800,4320,16,2,18,0,0,0
424/0800,4321,16,2,18,0,0,0
424/0828,4322,0,1,1,1,1,0
424/0929,4323,0,0,0,0,0,0
424/0931,4324,0,0,0,0,0,0
424/0947,4325,0,0,0,0,0,0
424/0948,4326,0,0,0,0,0,0
424/0951,4327,0,0,0,0,0,0
424/0959,4328,0,0,0,0,0,0
425/0001,4329,1,2,3,0,0,0
425/0025,4331,0,0,0,0,1,0
