countryid,year,sftprev,sftpeth,sftpreg,sftpgen,poldurab,unuurbpc,ciob,cioc,POLITY,SumEvents
YGS,1992,0,0,0,0,39,53.19,31,7,-5,0
YGS,1997,0,0,0,0,44,56.61,24,1,-6,0
YPR,1967,0,0,0,0,0,,7,0,-5,0
YPR,1972,0,0,0,0,5,,9,0,-6,0
YPR,1977,0,0,0,0,10,,9,3,-7,0
YPR,1982,0,0,0,0,15,,10,4,-8,0
YPR,1987,0,0,0,0,20,,12,5,-7,2
YUG,1957,0,0,0,0,4,,15,2,-7,0
YUG,1962,0,0,0,0,9,,21,5,-7,0
YUG,1967,0,0,0,0,14,,21,6,-7,0
YUG,1972,0,0,0,0,19,,25,7,-7,0
YUG,1977,0,0,0,0,24,,28,8,-7,0
YUG,1982,0,0,0,0,29,,30,7,-5,1
YUG,1987,0,0,0,0,34,,31,6,-5,1
ZAI,1962,1,1,1,1,0,22.3,11,1,0,12
ZAI,1967,0,0,0,0,2,26.1,13,1,-9,23
ZAI,1972,0,0,0,0,7,30.3,17,3,-9,23
ZAI,1977,0,1,0,1,12,29.5,20,3,-9,12
ZAI,1982,0,0,0,0,17,28.72,21,6,-9,4
ZAI,1987,0,0,0,0,22,27.95,24,5,-9,5
ZAI,1992,1,1,1,0,27,27.95,25,3,-8,6
ZAI,1997,1,1,1,0,0,28.72,26,3,-7,15
ZAM,1967,0,0,0,0,3,23.32,9,3,2,0
ZAM,1972,0,0,1,0,0,30.17,15,5,-9,5
ZAM,1977,0,0,0,0,5,34.84,15,6,-9,5
ZAM,1982,0,0,0,0,10,39.82,18,8,-9,5
ZAM,1987,0,0,0,0,15,40.92,22,8,-9,0
ZAM,1992,0,0,0,0,1,41.97,22,4,6,0
ZAM,1997,0,0,0,0,1,43.03,23,4,1,1
ZIM,1967,0,0,0,0,44,14.42,5,0,4,0
ZIM,1972,1,1,1,0,49,16.93,8,0,4,0
ZIM,1977,1,1,1,0,54,19.56,2,0,4,7
ZIM,1982,1,1,1,0,59,22.27,17,5,5,16
ZIM,1987,1,1,1,0,0,25.21,20,6,-6,26
ZIM,1992,0,0,0,0,5,28.38,22,3,-6,19
ZIM,1997,0,0,0,0,10,31.78,23,5,-6,10
